Id,date,platform,News content,title,Label
131,2024-05-18 18:03:13,AJPalestine,عاجل غانتس الفترة الزمنية التي حددتها لعودة سكان الشمال إلى مناطقهم بحلول سبتمبر كافية إسرائيل لم تتخذ الإجراءات الصحيحة في الملف الاقتصادي خاصة في وقت الحرب نعمل من أجل تحقيق مصالح إسرائيل ولا أنسق مع وزير الدفاع لا بد أن نعمل في جميع مناطق قطاع غزة بما فيها حمــاس كانت تعيد تأهيل نفسها من خلال معبر إعادة المختطفين هي أهم أولويات الحرب وعلينا إخراجهم في أقرب وقت لأنه لم يعد هناك وقت يجب تشكيل فريق للتحقيق في فشل أكتوبر فورا,إعادة المختطفين هي أهم أولويات الحرب وعلينا إخراجهم في أقرب وقت لأنه لم يعد هناك وقت,Real
132,2024-05-14 02:45:03,AJPalestine,آثار غارة إسرائيلية استهدفت منزلًا بحي الصبرة في غزة,آثار غارة إسرائيلية استهدفت منزلًا بحي الصبرة في غزة,Real
133,2024-05-10 19:12:54,AJPalestine,عاجل محكمة العدل الدولية ليبيا تقدمت بإعلان تدخل في القضية المتعلقة بتطبيق اتفاقية منع جريمة الإبادة الجماعية بغزة,عاجل محكمة العدل الدولية ليبيا تقدمت بإعلان تدخل في القضية المتعلقة بتطبيق اتفاقية منع جريمة الإبادة الجماعية بغزة,Real
134,2024-05-17 17:02:07,AJPalestine,دقيقة صمت لضحايا فلسطين فنان إيطالي يوقف حفله حدادا على ضحايا فلسطين,فنان إيطالي يوقف حفله حدادا على ضحايا فلسطين,Real
135,2024-05-03 23:22:50,AJPalestine,الــقــســام مقاتلونا يخوضون اشتباكات مع الاحتلال في طولكرم بالضفة الغربية,ـام مقاتلونا يخوضون اشتباكات مع الاحتلال في طولكرم بالضفة الغربية,Real
136,2024-05-30 06:46:56,AJPalestine,ما النجاحات الاستراتيجية التي حققها جيش الاحتلال في حربه على غزة؟,ما النجاحات الاستراتيجية التي حققها جيش الاحتلال في حربه على غزة,Real
137,2024-05-17 12:33:21,AJPalestine,للمرة الأولى منذ بداية الحرب الاحتلال الإسرائيلي يعيد فتح حاجز الجلمة بالضفة الغربية,الاحتلال الإسرائيلي يعيد فتح حاجز الجلمة بالضفة الغربية,Real
138,2024-05-02 06:36:44,AJPalestine,لسنا مسلحين نحن نحتجّ فقط متظاهرون متضامنون مع غزة في جامعة كاليفورنيا الأمريكية يهتفون بأن احتجاجهم سلمي,متظاهرون متضامنون مع غزة في جامعة كاليفورنيا الأمريكية يهتفون بأن احتجاجهم سلمي,Real
139,2024-05-08 07:12:01,AJPalestine,نزوح عائلات من شرق ومخاوف لدى الأهالي من كارثة خطيرة إثر توغل الاحتلال الإسرائيلي في المنطقة,نزوح عائلات من شرق ومخاوف لدى الأهالي من كارثة خطيرة إثر توغل الاحتلال الإسرائيلي في المنطقة,Real
140,2024-05-07 05:07:36,AJPalestine,عاجل هيئة المعابر بغزة توقف حركة المسافرين ودخول المساعدات إلى قطاع غزة من خلال معبري وكرم أبو سالم,عاجل هيئة المعابر بغزة توقف حركة المسافرين ودخول المساعدات إلى قطاع غزة من خلال معبري وكرم أبو سالم,Real
141,2024-05-25 21:56:24,AJPalestine,كتــائب القســام تنشر كلمة صوتية للناطق باسمها أبو عبيدة يعلن فيها عن عملية جديدة استدرج فيها عناصر القســام قوة إسرائيلية لأحد الأنفاق بمخيم جباليا وأسروهم,ـام تنشر كلمة صوتية للناطق باسمها أبو عبيدة يعلن فيها عن عملية جديدة استدرج فيها عناصر القسـ,Real
142,2024-05-14 19:41:01,AJPalestine,طلبة من كلية لندن للاقتصاد يقتحمون إحدى بنايات الكلية ويحتلون طابقا منها رغم محاولات الحرس منعهم، مطالبين إدارة الجامعة بسحب الاستثمارات من شركات السلاح التي تدعم إسرائيل في الحرب على غزة مراسلة الجزيرة مينة حربلو تضعنا في الصورة,طلبة من كلية لندن للاقتصاد يقتحمون إحدى بنايات الكلية ويحتلون طابقا منها رغم محاولات الحرس منعهم، مطالبين إدارة الجامعة بسحب الاستثمارات من شركات السلاح التي تدعم إسرائيل في الحرب على غزة,Real
143,2024-05-10 19:30:47,AJPalestine,الشرطة الأمريكية تعتقل عددا من طلاب جامعة بنسلفانيا خلال فضها مخميا تضامنيا مع فلسطين,الشرطة الأمريكية تعتقل عددا من طلاب جامعة بنسلفانيا خلال فضها مخميا تضامنيا مع فلسطين,Real
144,2024-05-04 12:17:14,AJPalestine,عاجل مراسل مواجهات بين قوات الاحتلال وفلسطينيين في بلدة بيتا جنوب مدينة نابلس في الضفة الغربية,عاجل مراسل مواجهات بين قوات الاحتلال وفلسطينيين في بلدة بيتا جنوب مدينة نابلس في الضفة الغربية,Real
145,2024-05-10 11:35:31,AJPalestine,عاجل مدير مستشفى كمال عدوان للجزيرة مستشفيات شمالي القطاع بحاجة ماسة وعاجلة لكل أنواع الإمدادات الطبية مستشفيات شمالي القطاع تلقت إمدادات مؤقتة ومحدودة نفدت خلال أيام نحن أمام خطر كارثة صحية في وقت عصيب من العدوان الإسرائيلي على القطاع نتلقى وعودا دولية بتقديم إمدادات طبية لكن دون تطبيق على الأرض,نحن أمام خطر كارثة صحية في وقت عصيب من العدوان الإسرائيلي على القطاع,Real
146,2024-05-30 13:37:29,AJPalestine,عاجل سرايا القدس مجاهدونا دكوا بقذائف هاون تجمعا لجنود وآليات العدو المتوغلة في محيط تل زعرب غرب,عاجل سرايا القدس مجاهدونا دكوا بقذائف هاون تجمعا لجنود وآليات العدو المتوغلة في محيط تل زعرب غرب,Real
147,2024-05-01 07:22:28,AJPalestine,استشهاد طفلين وإصابة آخرين بجروح متفاوتة إثر غارة إسرائيلية استهدفت منزلا في مخيم الشابورة وسط مدينة رفح,استشهاد طفلين وإصابة آخرين بجروح متفاوتة إثر غارة إسرائيلية استهدفت منزلا في مخيم الشابورة وسط مدينة رفح,Real
148,2024-05-22 09:11:00,AJPalestine,عاجل كتائب القسام قنصنا جنود صهاينة شمال بيت حانون شمال قطاع غزة,عاجل كتائب القسام قنصنا جنود صهاينة شمال بيت حانون شمال قطاع غزة,Real
149,2024-05-26 19:08:06,AJPalestine,عاجل الهلال الأحمر الفلسطيني طواقمنا تنقل عددا كبيرا من الشهداء والمصابين عقب قصف خيام النازحين شمال غربي,عاجل الهلال الأحمر الفلسطيني طواقمنا تنقل عددا كبيرا من الشهداء والمصابين عقب قصف خيام النازحين شمال غربي,Real
150,2024-05-13 15:16:01,AJPalestine,أسير من غزة يسجد وينهار باكياً بعد الإفراج عنه من سجون الاحتلال الإسرائيلي,أسير من غزة يسجد وينهار باكياً بعد الإفراج عنه من سجون الاحتلال الإسرائيلي,Real
151,2024-05-13 21:37:53,AJPalestine,حرب غزة شح الوقود يهدد حياة المرضى بالمستشفى الأوروبي في خان يونس,شح الوقود يهدد حياة المرضى بالمستشفى الأوروبي في خان يونس,Real
152,2024-05-16 20:36:53,AJPalestine,أكثر من من منازل المواطنين دُمّر في قطاع غزة,أكثر من من منازل المواطنين دُمّر في قطاع غزة,Real
153,2024-05-07 22:29:50,AJPalestine,ساحة الجمهورية في باريس تمتلئ بالمتظاهرين المناصرين لغزة,ساحة الجمهورية في باريس تمتلئ بالمتظاهرين المناصرين لغزة,Real
154,2024-05-08 15:00:57,AJPalestine,الشرطة الألمانية توقف متظاهرين مناصرين لغزة,الشرطة الألمانية توقف متظاهرين مناصرين لغزة,Real
155,2024-05-03 19:36:37,AJPalestine,بالعلم الفلسطيني والكوفية شبان تونسيون يقتحمون حفلاً بمعهد المركز الثقافي الألماني تنديدًا بدعم لإسرائيل,شبان تونسيون يقتحمون حفلاً بمعهد المركز الثقافي الألماني تنديدًا بدعم لإسرائيل,Real
156,2024-05-15 11:29:46,AJPalestine,خلال عمليته العسكرية المتواصلة جيش الاحتلال الإسرائيلي يحرق المدارس التابعة لوكالة أونروا في منطقة أبو زيتون بقلب مخيم شمالي قطاع,جيش الاحتلال الإسرائيلي يحرق المدارس التابعة لوكالة أونروا في منطقة أبو زيتون بقلب مخيم شمالي قطاع,Real
157,2024-05-03 05:01:06,AJPalestine,آخرهم منفذ عملية الطعن بالقدس أتراك قتلهم الاحتلال الإسرائيلي منذ السابع من أكتوبر,أتراك قتلهم الاحتلال الإسرائيلي منذ السابع من أكتوبر,Real
158,2024-05-06 21:31:26,AJPalestine,الشرطة الفرنسية تُجبر طلابًا على فض اعتصامهم المناصر لغزة,الشرطة الفرنسية تُجبر طلابًا على فض اعتصامهم المناصر لغزة,Real
159,2024-05-30 22:20:33,AJPalestine,قوات الاحتلال الإسرائيلي تقتحم بلدة إذنا غرب الخليل بالضفة الغربية وتشتبك مع فلسطينيين في البلدة,قوات الاحتلال الإسرائيلي تقتحم بلدة إذنا غرب الخليل بالضفة الغربية وتشتبك مع فلسطينيين في البلدة,Real
160,2024-05-21 20:40:15,AJPalestine,مراسل الجزيرة يرصد إجراءات دخول قوافل المساعدات إلى قطاع غزة,مراسل الجزيرة يرصد إجراءات دخول قوافل المساعدات إلى قطاع غزة,Real
161,2024-05-19 06:14:29,AJPalestine,عاجل إذاعة الجيش الإسرائيلي موقع للجيش على حدود غزة يضم أكثر من دبابة وناقلة جند من دون حراسة منذ أسبوع الموقع يضم مئات القذائف والذخائر التابعة للجيش من دون أي حراسة الموقع العسكري في غلاف غزة ومعرض للسرقة ويمكن لأي شخص اختراقه بسهولة,موقع للجيش على حدود غزة يضم أكثر من دبابة وناقلة جند من دون حراسة منذ أسبوع,Real
162,2024-05-07 19:14:50,AJPalestine,مستوطنون يتلفون محتويات شاحنات المساعدات المتوجهة إلى غزة,مستوطنون يتلفون محتويات شاحنات المساعدات المتوجهة إلى غزة,Real
163,2024-05-17 20:42:37,AJPalestine,عاجل مراسل استشهاد فلسطيني من قادة كتيبة جنين بقصف إسرائيلي عبر مسيرة على حارة الدمج بمخيم جنين,عاجل مراسل استشهاد فلسطيني من قادة كتيبة جنين بقصف إسرائيلي عبر مسيرة على حارة الدمج بمخيم جنين,Real
164,2024-05-17 16:30:20,AJPalestine,رغم توغل الاحتلال الإسرائيلي وتصاعد حدة الاشتباكات شاب غزّي يبيع المعجنات في شارع بمخيم جباليا شمالي قطاع غزة,شاب غزّي يبيع المعجنات في شارع بمخيم جباليا شمالي قطاع غزة,Real
165,2024-05-21 13:30:51,AJPalestine,ســرايا القــدس تستهدف قوات الاحتلال المتوغلة شرق رفح بقذائف الهاون,ـدس تستهدف قوات الاحتلال المتوغلة شرق رفح بقذائف الهاون,Real
166,2024-05-02 19:23:58,AJPalestine,قراءة عسكرية فصائل المقاومة الفلسطينية تصعد من عملياتها بمحور نتساريم,فصائل المقاومة الفلسطينية تصعد من عملياتها بمحور نتساريم,Real
167,2024-05-02 03:59:57,AJPalestine,مشاهد لوصول شاحنات مساعدات إلى شمال غزة,مشاهد لوصول شاحنات مساعدات إلى شمال غزة,Real
168,2024-05-15 09:41:26,AJPalestine,عاجل كتائب القسام أسقطنا قذيفة مضادة للأفراد من طائرة مسيرة على مجموعة جنود شرق مخيم جباليا,عاجل كتائب القسام أسقطنا قذيفة مضادة للأفراد من طائرة مسيرة على مجموعة جنود شرق مخيم جباليا,Real
169,2024-05-15 20:31:36,AJPalestine,هنية المـقاومة في كل خطوط المواجهة بغزة توقع بالعدو الخسائر للشهر الثامن على الحرب رغم فارق ميزان القوة، وتعاطينا بإيجابية مع جهود الوسطاء في وقطر من أجل الوصول لاتفاق لوقف إطلاق النار وتبادل الأسرى,قاومة في كل خطوط المواجهة بغزة توقع بالعدو الخسائر للشهر الثامن على الحرب رغم فارق ميزان القوة، وتعاطينا بإيجابية مع جهود الوسطاء في وقطر من أجل الوصول لاتفاق لوقف إطلاق النار وتبادل الأسرى,Real
170,2024-05-18 10:20:59,AJPalestine,أهالي قطاع غزة يلجأون إلى البحر للترويح عن أنفسهم,أهالي قطاع غزة يلجأون إلى البحر للترويح عن أنفسهم,Real
171,2024-05-05 00:04:17,AJPalestine,فايز الدويري ضربات المقــاومة ستجبر قوات الاحتلال على الخروج من محور نتساريم,ـاومة ستجبر قوات الاحتلال على الخروج من محور نتساريم,Real
172,2024-05-09 22:49:58,AJPalestine,شهداء بينهم ثلاثة أطفال بقصف إسرائيلي استهدف عمارة سكنية في مخيم جباليا شمالي قطاع غزة,شهداء بينهم ثلاثة أطفال بقصف إسرائيلي استهدف عمارة سكنية في مخيم جباليا شمالي قطاع غزة,Real
173,2024-05-01 12:41:16,AJPalestine,عاجل وزير الخارجية التركي تركيا قررت الانضمام إلى دعوى جنوب إفريقيا ضد إسرائيل أمام محكمة العدل الدولية إقامة دولة فلسطينية وحل الدولتين أمران أساسيان أكدنا عليهما مع قادة دول الغرب بعض الدول الغربية أصبحت تعترف بأن حل الدولتين أمر لا مناص منه لا يموت الفلسطينيون وحدهم في غزة بل الإنسانية كلها لا يمكننا قبول تهجير الفلسطينيين من أراضيهم,تركيا قررت الانضمام إلى دعوى جنوب إفريقيا ضد إسرائيل أمام محكمة العدل الدولية,Real
174,2024-05-27 20:55:46,AJPalestine,استجابة لمقترح أمريكي دعمته ألمانيا الاتحاد الأوروبي يقر إعادة تفعيل مهمته في معبر رفح جنوبي قطاع غزة,الاتحاد الأوروبي يقر إعادة تفعيل مهمته في معبر رفح جنوبي قطاع غزة,Real
175,2024-05-22 04:45:03,AJPalestine,استشهاد وإصابة أكثر من في قصف إسرائيلي لمنزل عائلة الشوبكي في منطقة الصحابة وسط مدينة غزة,استشهاد وإصابة أكثر من في قصف إسرائيلي لمنزل عائلة الشوبكي في منطقة الصحابة وسط مدينة غزة,Real
176,2024-05-01 17:57:16,AJPalestine,كتيبة جنين التابعة لسرايا تنشر مشاهد قالت إنها من انتشار مقاتليها في الشوارع الرئيسة والطرق المؤدية إلى مخيم شمال الضفة الغربية منعًا لوصول قوات إسرائيلية خاصة إلى أماكن وجود المقاومين,كتيبة جنين التابعة لسرايا تنشر مشاهد قالت إنها من انتشار مقاتليها في الشوارع الرئيسة والطرق المؤدية إلى مخيم شمال الضفة الغربية منعًا لوصول قوات إسرائيلية خاصة إلى أماكن وجود المقاومين,Real
177,2024-05-31 10:02:14,AJPalestine,الناطق باسم جهاز الدفاع المدني بغزة للجزيرة أكثر من منزل دمرت في منطقة مخيم جباليا,الناطق باسم جهاز الدفاع المدني بغزة للجزيرة أكثر من منزل دمرت في منطقة مخيم جباليا,Real
178,2024-05-12 14:10:13,AJPalestine,كتــائب القســام تعلن أن مقاتليها يخوضون اشتباكات ضارية مع قوات الاحتلال في محور التقدم شرق مخيم جباليا، شمالي قطاع غزة,ـام تعلن أن مقاتليها يخوضون اشتباكات ضارية مع قوات الاحتلال في محور التقدم شرق مخيم جباليا، شمالي قطاع غزة,Real
179,2024-05-18 16:01:23,AJPalestine,في اليوم العالمي للمتاحف تعرف على متاحف غزة التي دمرها ونهبها الاحتلال,تعرف على متاحف غزة التي دمرها ونهبها الاحتلال,Real
180,2024-05-05 12:44:43,AJPalestine,سنستقبلهم بالورد والزغاريد أهالي بيت لاهيا يبادرون بتنظيف الشوارع أملاً باستقبال النازحين في جنوب غزة,أهالي بيت لاهيا يبادرون بتنظيف الشوارع أملاً باستقبال النازحين في جنوب غزة,Real
181,2024-05-26 07:53:06,AJPalestine,عاجل وزير الخارجية الإسباني نؤيد حل الدولتين لجعل السلام في المنطقة لا رجعة فيه الاعتراف بدولة فلسطين هو من أجل السلام والعدالة والكرامة الإنسانية الخالصة,عاجل وزير الخارجية الإسباني نؤيد حل الدولتين لجعل السلام في المنطقة لا رجعة فيه,Real
182,2024-05-25 20:34:33,AJPalestine,مستوطنون يرقصون بمناسبة عيد الشعلة العبري بحي الشيخ جراح في القدس,مستوطنون يرقصون بمناسبة عيد الشعلة العبري بحي الشيخ جراح في القدس,Real
183,2024-05-14 20:32:42,AJPalestine,عاجل بوليتيكو عن مسؤولين أمريكيين العمليات الإسرائيلية الحالية في غزة تبث الحياة في حركة حمــاس نتفق مع الرأي القائل إن إسرائيل من غير المرجح أن تحقق النصر الكامل في غزة,نتفق مع الرأي القائل إن إسرائيل من غير المرجح أن تحقق النصر الكامل في غزة,Real
184,2024-05-08 10:05:08,AJPalestine,الشرطة الأمريكية تعتدي على متظاهرين وصحفيين في المخيم الداعم لغزة بمعهد الأزياء للتكنولوجيا في,الشرطة الأمريكية تعتدي على متظاهرين وصحفيين في المخيم الداعم لغزة بمعهد الأزياء للتكنولوجيا في,Real
185,2024-05-16 08:47:42,AJPalestine,غارات عنيفة ومتفرقة في أنحاء قطاع أعنفها استهدف شمال القطاع، وراح ضحيتها أعداد من الفلسطينيين بينهم صحفي وعائلته التفاصيل مع مراسل أشرف أبو عمرة,غارات عنيفة ومتفرقة في أنحاء قطاع أعنفها استهدف شمال القطاع، وراح ضحيتها أعداد من الفلسطينيين بينهم صحفي وعائلته,Real
186,2024-05-07 20:19:37,AJPalestine,مشاهد توثق آثار الدمار في منزل عقب قصف إسرائيلي برفح جنوبي قطاع غزة,مشاهد توثق آثار الدمار في منزل عقب قصف إسرائيلي برفح جنوبي قطاع غزة,Real
187,2024-05-30 12:52:38,AJPalestine,عاجل مراسل اشتباكات بين مقاومين فلسطينيين وقوات الاحتلال داخل مخيم جنين والمناطق المحيطة به,comhashtagDADDACDBDADBDAsrchashtag_click اشتباكات بين مقاومين فلسطينيين وقوات الاحتلال داخل مخيم جنين والمناطق المحيطة به,Real
188,2024-05-28 04:45:03,AJPalestine,إطلاق قنابل الغاز على متظاهرين في باريس نددوا بمجزرة رفح,إطلاق قنابل الغاز على متظاهرين في باريس نددوا بمجزرة رفح,Real
189,2024-05-17 18:22:13,AJPalestine,عاجل حركة حماس في نزف القائد شرحبيل أبو عمرو الذي استشهد بعد استهدافه من طائرات الاحتلال في البقاع الغربي,عاجل حركة حماس في نزف القائد شرحبيل أبو عمرو الذي استشهد بعد استهدافه من طائرات الاحتلال في البقاع الغربي,Real
190,2024-05-04 20:31:54,AJPalestine,لحظة اعتقال الشرطة الأمريكية مؤيدين لفلسطين في جامعة بعنف,لحظة اعتقال الشرطة الأمريكية مؤيدين لفلسطين في جامعة بعنف,Real
191,2024-05-12 05:31:11,AJPalestine,مظاهرة في العاصمة الفرنسية باريس تطالب بوقف فوري لإطلاق النار في غزة تقرير حافظ مريبح,مظاهرة في العاصمة الفرنسية باريس تطالب بوقف فوري لإطلاق النار في غزة تقرير حافظ مريبح,Real
192,2024-05-26 03:30:18,AJPalestine,اشتباكات بين مقــاومين وقوات الاحتلال الإسرائيلي في جنين,ـاومين وقوات الاحتلال الإسرائيلي في جنين,Real
193,2024-05-01 12:42:08,AJPalestine,أصوات من غزة برك من مياه الصرف الصحي، وتكدس النفايات، وانتشار كثيف للحشرات مشاكل تفاقم معاناة سكان قطاع المرهق أصلا بعد أكثر من سبعة أشهر على الحرب,مشاكل تفاقم معاناة سكان قطاع المرهق أصلا بعد أكثر من سبعة أشهر على الحرب,Real
194,2024-05-04 23:00:39,AJPalestine,بعد أشهر من الحرب تساؤلات إسرائيلية عن جدوى القتال في غزة,تساؤلات إسرائيلية عن جدوى القتال في غزة,Real
195,2024-05-01 08:16:26,AJPalestine,خاص بالجزيرة جمعيات خيرية بالتعاون مع بلدية بروكسل ووزارة الدفاع البلجيكية ينظمون حملة تبرعات لغزة,خاص بالجزيرة جمعيات خيرية بالتعاون مع بلدية بروكسل ووزارة الدفاع البلجيكية ينظمون حملة تبرعات لغزة,Real
196,2024-05-22 18:13:29,AJPalestine,عاجل مستشفى العودة شمالي غزة الاحتلال أفرغ المستشفى من الطواقم الطبية ويحتجز عددا منهم ومن المرضى,عاجل مستشفى العودة شمالي غزة الاحتلال أفرغ المستشفى من الطواقم الطبية ويحتجز عددا منهم ومن المرضى,Real
197,2024-05-10 23:30:01,AJPalestine,بنى فنان إسرائيلي نفق حمــاس للعرض في أمستردام العاصمة الهولندية، لإظهار التضامن مع المحتجزين الإسرائيليين الذين ما زالوا لدى حمــاس وسط الصراع المستمر في غزة,ـاس للعرض في أمستردام العاصمة الهولندية، لإظهار التضامن مع المحتجزين الإسرائيليين الذين ما زالوا لدى حمـ,Real
198,2024-05-14 10:46:05,AJPalestine,الـقـسام تعلن تفجيرها منزلا مفخخا بقوة إسرائيلية خاصة في شارع في شارع جورج شرق رفح جنوب قطاع غزة,سام تعلن تفجيرها منزلا مفخخا بقوة إسرائيلية خاصة في شارع في شارع جورج شرق رفح جنوب قطاع غزة,Real
199,2024-05-10 21:26:01,AJPalestine,عاجل تقرير الخارجية الأمريكية وجدنا تأكيدات موثوقة من إسرائيل بأنها تستخدم الأسلحة الأمريكية وفقا للقانون الدولي من المعقول التقييم بأن إسرائيل استخدمت أسلحتنا بحالات تتعارض مع التزاماتها بالقانون الدولي لا معلومات كاملة لدينا للتحقق من أن أسلحة أمريكية استخدمت في أعمال انتهكت القانون الدولي النتائج على الأرض تثير أسئلة إن كان جيش إسرائيل يستخدم أفضل الطرق لتقليل الأضرار بالمدنيين إسرائيل لم تتعاون بشكل كامل مع جهود زيادة المساعدات الإنسانية لغزة إلى الحد الأقصى تقييمنا الحالي أن إسرائيل لا تحظر أو تقيد بأي شكل تقديم المساعدات الأمريكية في غزة اعتماد إسرائيل الكبير على أسلحة أمريكية يرجح استخدامها بعمليات لا تتماشى مع القانون الدولي إسرائيل لم تتعاون أو تتجاوب بما يكفي مع الولايات المتحدة لتحسين الوضع الإنساني في غزة استخدام حمــاس بنية تحتية مدنية صعب معرفة الحقائق مع وجود أهداف عسكرية مشروعة بكل أنحاء غزة إسرائيل اتخذت إجراءات للامتثال للقانون الدولي لكن هناك تساؤلات إن كانت طبقت بكل الحالات لم نتمكن من التحديد بدقة إن كانت أسلحتنا استخدمت بعمليات يشتبه بانتهاكها للقانون الدولي,ـاس بنية تحتية مدنية صعب معرفة الحقائق مع وجود أهداف عسكرية مشروعة بكل أنحاء غزة,Real
200,2024-05-01 08:52:56,MisbarFC,الصورة تعود إلى شاب فلسطيني يدعى محمد السنجلاوي، وهو أحد حراس المسجد الأقصى، واعتُقل مرات عدة من قبل قوات الاحت_لال على خلفية عمله كحارس للمسجد الأقصى، حيث شهد بنفسه التصدي للعديد من الاقتحامات الإسرائيلية للمسجد للمزيد من التفاصيل httpsmsbrcoakvy ساهموا في نشر الحقيقة,الصورة تعود إلى شاب فلسطيني يدعى محمد السنجلاوي، وهو أحد حراس المسجد الأقصى، واعتُقل مرات عدة من قبل قوات الاحت_لال على خلفية عمله كحارس للمسجد الأقصى، حيث شهد بنفسه التصدي للعديد من الاقتحامات الإسرائيلية للمسجد,Real
201,2024-05-01 09:53:12,MisbarFC,مقطع الفيديو نُشر في إبريل الجاري، على حساب المصور الفلسطيني محمد حازم المصري في موقع فيسوك، ويُوثق المقطع قصفًا إسرائيليًّا استهدف منزلًا في بلدة بيت لاهيا شمالي قطاع غزة للمزيد من التفاصيل httpsmsbrcokhxx معًا لنشر الحقيقة تحقّق مع من أي أخبار ومعلومات تشك في مصداقيتها,مقطع الفيديو نُشر في إبريل الجاري، على حساب المصور الفلسطيني محمد حازم المصري في موقع فيسوك، ويُوثق المقطع قصفًا إسرائيليًّا استهدف منزلًا في بلدة بيت لاهيا شمالي قطاع غزة,Real
202,2024-05-02 10:11:37,MisbarFC,يتم تداول صورة على أنها للشخص التركي الذي نفّذ عملية الطعن الأخيرة في القدس، تحقّق منها وكشف حقيقتها تعرّفوا إلى حقيقة الصورة في هذا الفيديو,يتم تداول صورة على أنها للشخص التركي الذي نفّذ عملية الطعن الأخيرة في القدس، تحقّق منها وكشف حقيقتها,Real
203,2024-05-03 13:04:50,MisbarFC,الفيديو يضم في بدايته ونهايته مشاهد بثتها كتائب القسام الذراع العسكري لحركة حماس، في السابع من أكتوبر ، للحظة استخدام منظومة صواريخ من طراز رجوم للتمهيد للعبور إلى المستوطنات الإسرائيلية داخل الأراضي المحتلة خلال بدء عملية طوفان الأقصى للمزيد من التفاصيل httpsmsbrcojxc ساهموا في التحقّق من المعلومات من خلال إرسالكم لنا أي ادّعاءات قد تصادفونها,الفيديو يضم في بدايته ونهايته مشاهد بثتها كتائب القسام الذراع العسكري لحركة حماس، في السابع من أكتوبر ، للحظة استخدام منظومة صواريخ من طراز رجوم للتمهيد للعبور إلى المستوطنات الإسرائيلية داخل الأراضي المحتلة خلال بدء عملية طوفان الأقصى,fake
204,2024-05-04 13:27:22,MisbarFC,مقطع الفيديو المُتداول يعود إلى الرابع من نوفمبر عام ، ويُظهر مشاهد نشرها حساب وكالة الأناضول على منصة إكس، لمظاهرة مُساندة لفلسطين وداعمة لقطاع غزة، خرجت في ساحة الحرية بالقرب من البيت الأبيض ومبنى الكونغرس في العاصمة الأميركية واشنطن للمزيد من التفاصيل httpsmsbrcoapuv مصدركم الأول للتحقق من صحة الأخبار والمعلومات المتداولة,مقطع الفيديو المُتداول يعود إلى الرابع من نوفمبر عام ، ويُظهر مشاهد نشرها حساب وكالة الأناضول على منصة إكس، لمظاهرة مُساندة لفلسطين وداعمة لقطاع غزة، خرجت في ساحة الحرية بالقرب من البيت الأبيض ومبنى الكونغرس في العاصمة الأميركية واشنطن,fake
205,2024-05-04 17:21:50,MisbarFC,تعود الصورة إلى يوليوتموز عام ، عندما زار الممثل البريطاني ثيو جيمس، والداعم البارز للمفوضية السامية للأمم المتحدة لشؤون اللاجئين، مخيم الأزرق للاجئين السوريين في الأردن تفاصيل أوفى httpsmsbrcozbyf,تعود الصورة إلى يوليوتموز عام ، عندما زار الممثل البريطاني ثيو جيمس، والداعم البارز للمفوضية السامية للأمم المتحدة لشؤون اللاجئين، مخيم الأزرق للاجئين السوريين في الأردن,fake
206,2024-05-05 08:04:50,MisbarFC,بالتزامن مع الاحتجاجات الطلابية التي اندلعت في الأميركية، تنديدًا بالحرب على ومطالبة بسحب استثمارات الجامعة من الشركات التي تتربح من العدوان الإسرائيلي على القطاع نُشرت ادعاءات مضللة وزائفة عدّة، نستعرض لكم حقيقتها في المقال التالي httpsmsbrcozdlc على تيليغرام httpstmeMisbarFC مسبار على واتساب httpsbitlytpyfC مسبار على يوتيوب httpsbitlydCgRmG,بالتزامن مع الاحتجاجات الطلابية التي اندلعت في الأميركية، تنديدًا بالحرب على ومطالبة بسحب استثمارات الجامعة من الشركات التي تتربح من العدوان الإسرائيلي على القطاع,Real
207,2024-05-05 09:48:12,MisbarFC,المقطع مأخوذ من احتفالات تقليدية ضمن مهرجان إسباني سنوي يقام في ينايركانون الثاني، في المركز التاريخي للبلدة القديمة في وعبر فيها بعض الحاضرين عن دعمهم للقضية الفلسطينية التفاصيل كاملة httpsmsbrcounck ساهموا في نشر الحقيقة,المقطع مأخوذ من احتفالات تقليدية ضمن مهرجان إسباني سنوي يقام في ينايركانون الثاني، في المركز التاريخي للبلدة القديمة في وعبر فيها بعض الحاضرين عن دعمهم للقضية الفلسطينية,Real
208,2024-05-05 16:36:46,MisbarFC,هل الملياردير المجريالأميركي، جورج سوروس، هو المموّل لمظاهرات الجامعات الأميركية الداعمة لفلسطين والمنادية بوقف شاهدوا تحقيق,هل الملياردير المجريالأميركي، جورج سوروس، هو المموّل لمظاهرات الجامعات الأميركية الداعمة لفلسطين والمنادية بوقف,Real
209,2024-05-06 09:30:20,MisbarFC,يتم تداول تصريح منسوب لرئيس حركة حماس في قطاع غزة، يحيى السنوار، ادّعى ناشروه إنه قال فيه فقدنا ألف شهيد ولكن كسبنا من هجوم أكتوبر أن العدو عرف أن المقاومة مازالت صامدة إليكم صحة التصريح في المقال التالي httpsmsbrcoygzey ساهموا في نشر الحقيقة,يتم تداول تصريح منسوب لرئيس حركة حماس في قطاع غزة، يحيى السنوار، ادّعى ناشروه إنه قال فيه فقدنا ألف شهيد ولكن كسبنا من هجوم أكتوبر أن العدو عرف أن المقاومة مازالت صامدة,fake
